ID,Word,Meaning,Etymology,Derived
581,dramatic,劇的な；演劇の,drama(劇) + tic,dramatically(劇的に) / dramatize(劇化する)
582,distinct,明らかに異なる；明瞭な,dis(離れて) + sting(刺す) → 区別の印が刺されて目立つ,distinction(区別) / Distinctive(独特の)
583,anxious,心配して；切望して,angh(胸が締め付けられる)が語源,anxiety(不安) / anxiously(心配そうに)
584,vital,必要不可欠な；活気のある；生命にかかわる,vita(生命)が語源 → 生命に直結する重要さ,vitality(活力) / vitalize(活性化する)
585,conventional,従来の；月並みな,con(共に) + vent(来る) → みんなが寄ってくる慣習通りの,convention(慣習・大会)
586,abstract,抽象的な,abs(離れて) + tract(引く) → 具体物から性質だけを引き出した,abstraction(抽象化)
587,minor,重要でない；小さい,minus(より少ない)が語源,minority(少数派)
588,extraordinary,並はずれた；異常な，驚くべき,extra(枠の外へ) + ordinary(普通の) → 普通の枠を超えた,extraordinarily(並外れて)
589,stable,安定した；動じない,sta(立つ) + able → しっかり立ち続けられる,stability(安定性) / stabilize(安定させる)
590,flexible,融通の利く，柔軟な,flect(曲げる) + ible → しなやかに曲げられる,flexibility(柔軟性)
591,brief,簡潔な；短い,brevis(短い)が語源,briefly(手短に) / briefing(要約・報告)
592,aggressive,攻撃的な；意欲的な,ad(〜へ) + gredi(進む) → 相手に向かってぐいぐい進む,aggression(侵略・攻撃) / aggressor(侵略者)
593,visible,(目に)見える；明白な,vis(見る) + ible → 見ることができる,vision(視界) / visibility(視界・視認性)
594,unexpected,思いがけない，不意の,un(不) + expect(予期する) + ed,unexpectedly(不意に)
595,ethnic,民族の，人種の；民族特有の,ethnos(民族)が語源,ethnicity(民族性)
596,alien,(～にとって)異質の(to)；外国の；宇宙人の,alius(他の)が語源 → 他の土地から来たもの,alienate(遠ざける)
597,initial,初めの,in(中に) + it(行く) → 入り口・始まりの,initially(当初は) / initiate(始める)
598,exact,正確な；まさにその,ex(きっちり) + agere(行う) → きちんと測り出された正確さ,exactly(まさに・正確に)
599,precise,正確な；精密な；まさにその,pre(前もって) + cid(切る) → 無駄を切り落としてぴったり合わせた,precision(精密さ) / precisely(正確に)
600,latter,後者の，後半の,late(遅い)の比較級形 → 後ろの方の,latterly(最近)
601,commit,〔＋oneselfまたは受身形で〕献身する；(罪など)を犯す；を投入する,com(完全に) + mit(送る・託す) → 自分の身や責任をすっかり委ねる,commitment(コミットメント・約束・献身) / committed(献身的な)
602,stimulate,を刺激する,stimulus(突き棒) + ate → 突っついて活気づける,stimulation(刺激) / stimulant(刺激物・興奮剤)
603,enhance,(価値など)を高める，増す,in(中に) + altus(高い) → 高い位置に引き上げる,enhancement(向上・高まり)
604,pursue,を追求する；に従事する,pro(前方へ) + sequi(従う・追う) → まっすぐ追いかける,pursuit(追求・追跡)
605,react,反応する；化学反応を起こす,re(跳ね返って) + act(動く) → 働きかけに対して動き返す,reaction(反応) / reactive(反応性の高い)
606,disagree,不賛成である；意見が食い違う,dis(否定) + agree(同意する),disagreement(不一致・意見の相違)
607,stare,じっと見る；を見つめる,stare(固まる・立つ)が語源 → 目を固定して動かさず見る,
608,abandon,を捨てる；を放棄する，断念する,a(〜へ) + ban(権力・命令) → 権力を他人に引き渡して見捨てる,abandonment(放棄・見捨てること)
609,quit,をやめる；(場所)を去る,quiet(静かな)と同語源 → 義務などを果たして解放・解放される,
610,capture,をとらえる；をとりこにする,cap(掴む) + ture → 手でしっかり捕らえる,captive(捕虜の) / captivity(捕われの身)
611,transfer,を移す；を伝える；移る；乗り換える,trans(超えて) + fer(運ぶ) → 別の場所へ運び移す,transferable(譲渡可能な)
612,bother,を悩ます；(～を)気にかける(about / with),bothan(面倒)が語源 → 気をもませて悩ます,bothersome(面倒な)
613,persuade,を説得する；に確信させる,per(完全に) + suad(勧める) → 言葉で完全に納得させる,persuasion(説得) / persuasive(説得力のある)
614,rent,を賃借りする；を賃貸しする,rendere(渡す・返す)が語源 → 代金を払って借りる/貸す,rental(賃貸し・レンタル)
615,breed,を繁殖させる，育てる；繁殖する,brood(温める)と同語源 → 温めて育てる・増やす,breeder(繁殖させる人)
616,invest,(を)投資する；に(～を)与える(with),in(中に) + vest(服) → 衣服を着せて権限や資金を与える,investment(投資) / investor(投資家)
617,reserve,を予約する；を取っておく；(判断など)を保留する,re(後ろに) + serve(保つ) → 後のために取っておく,reservation(予約・保留) / reserved(控えめな)
618,trace,(足跡・起源など)をたどる；を捜し出す,trahere(引く・引きずる) → 引いた跡・足跡をたどる,traceable(追跡可能な)
619,illustrate,を説明する；に挿絵を入れる,in(中に) + lustr(光) → 光をあてて分かりやすく明示する,illustration(挿絵・例証) / illustrative(説明的な)
620,advise,に忠告［助言］する；(を)助言する,ad(〜へ) + vis(見る) → 見解を示して導く,advice(助言) / advisor(助言者)
621,convey,を伝える；を運ぶ，運搬する,con(共に) + via(道) → 道に沿って共に運んで伝える,conveyance(輸送・伝達) / conveyor(コンベア)
622,attach,を(取り)付ける；を付与する,ad(〜へ) + tack(杭・針) → 針や杭で刺してくっつける,attachment(取り付け・愛着)
623,stretch,を伸ばす；を広げる；伸びる；及ぶ,strecchen(引っ張る)が語源,stretcher(担架)
624,puzzle,を当惑させる,oppose(反対する)の変形が語源 → 頭を悩ませて戸惑わせる,puzzling(不可解な)
625,disturb,をかき乱す；を妨害する；を動揺させる,dis(バラバラに) + turb(かき乱す) → 静けさや平和を乱す,disturbance(混乱・妨害)
626,crash,衝突する，墜落する；をぶつけて壊す,擬音語(ガシャーン)が語源,
627,cope,うまく処理する,colaphus(拳骨で叩く) → 立ち向かってうまく切り抜ける,
628,permit,を許可する,per(通して) + mit(送る) → 通過させて認める,permission(許可) / permissive(寛容な)
629,impress,を感動させる；に印象を与える,in(上に) + press(押す) → 心の上に強く押し刻む,impression(印象) / impressive(印象的な)
630,suspect,ではないかと思う；(人)を疑う,sub(下から) + spect(見る) → 下から怪しんで見る,suspicion(疑い) / suspicious(怪しい)
631,upset,を動揺させる；をだめにする,up(ひっくり返して) + set(置く) → 秩序や心をひっくり返す,
632,frighten,(人)を怖がらせる,fright(恐怖) + en(〜にする),frightening(恐ろしい) / fright(恐怖)
633,import,を輸入する；を取り込む,in(中に) + port(港・運ぶ) → 港を通して国内に持ち込む,importer(輸入業者)
634,export,(を)輸出する,ex(外へ) + port(港・運ぶ) → 港を通して国外へ送り出す,exporter(輸出業者)
635,investigate,を調査する；を究明する；(～を)調査する(into),in(中に) + vestig(足跡) → 足跡を辿って詳しく調べる,investigation(調査・捜査) / investigator(調査員)
636,monitor,を監視する；を傍受する,mon(警告する・見守る) + tor → 見守り・監視する道具/人,monitoring(監視)
637,calculate,を計算する；を予測する,calculus(小石) → 小石を使って数を数える,calculation(計算) / calculator(電卓)
638,eliminate,を取り除く,e(外へ) + limin(敷居・枠) → 枠の外へ追い出す,elimination(排除・除去)
639,ease,を軽減する；和らぐ；緩む,adjacens(近くにある・居心地が良い)が語源,easy(簡単な) / easiness(容易さ)
640,launch,を開始する；を売り出す；を発射する,lancea(槍) → 槍を投げるように勢いよく送り出す,
641,sequence,連続；一連(のもの),sequi(従う・続く) + ence → 次々に続いていく順番,sequential(連続的な)
642,therapy,療法；心理療法,therapeia(治療・手当て)が語源,therapist(療法士)
643,symptom,症状；兆候,syn(共に) + ptom(落ちる) → 病気と共に現れる現象,symptomatic(症状を示す)
644,incident,出来事，事件；紛争,in(〜の上に) + cid(落ちる) → 降って湧いた出来事,incidental(付随する)
645,witness,目撃者；証人；証拠，証言,wit(知る) + ness → 直接見て知っている人,
646,sum,(金)額；合計；要点,summus(最高・てっぺん) → 全部を足し上げた頂点の数字,summary(要約) / summarize(要約する)
647,burden,負担；(重い)義務；積み荷,bear(運ぶ・耐える)が語源 → 背負って耐える重荷,burdensome(重荷となる)
648,tone,口調；音色；雰囲気；色調,tonos(張られた弦の音)が語源,tonal(音調の)
649,honor,光栄；名誉；敬意,honos(名誉・誇り)が語源,honorable(名誉ある) / honorary(名誉職の)
650,award,(～の)賞(for)；(証書などの)授与,ad(〜へ) + ward(見張る・審査する) → 審査して与える,
651,priority,優先(事項),prior(前の) + ity → 先に扱うべき事項,prioritize(優先順位をつける)
652,logic,論理；道理；論理学,logos(言葉・理性)が語源,logical(論理的な) / logically(論理的に)
653,minimum,最小限度,minus(より少ない)の最上級形,minimize(最小化する)
654,exception,(～の)例外(to),ex(外へ) + cap(掴む) → 外へ取り除かれたもの,exceptional(例外的な・優秀な) /客 観的(exceptionally)
655,clue,(～の)手がかり(to / about)；(パズルの)ヒント,clew(糸玉)が語源 → 迷宮を抜け出す糸玉の手がかり,clueless(手がかりのない・無知な)
656,bond,絆；債券；束縛；接着剤,bind(縛る)と同語源 → 強く結びつけるもの,bondage(束縛)
